NAME,ADDRESS,AGE,SUB_MONTHS,MONTHLY_PAYMENT,USAGE_FEQ,STFT,CHURN
Kimberly Miller,56449 Garcia Pike Apt. 693_Port Amber  OH 33836,52,35,15.72,2,2,False
Adam Mooney,296 Gallegos Trail Suite 953_Lake Amy  PA 37751,46,36,52.08,13,1,False
Sabrina Gutierrez,69235 Beasley Shoals Suite 879_New Bradymouth  OR 99201,46,11,90.49,26,1,False
Misty Robertson,7392 Jacob Gardens Suite 562_East Eric  UT 60506,41,38,88.0,7,5,False
Mason Andrade,3802 Michael Lane Suite 834_Murphytown  MO 91753,58,91,47.59,4,2,False
Keith Barrera,166 Molly Flats Apt. 186_Macktown  AZ 97581,26,15,81.02,9,4,False
Micheal Hamilton,1523 Anthony Hill_Zunigaside  PA 13259,33,90,65.56,25,2,True
Melissa White,30846 Ellis Circles_Mayermouth  ND 95227,30,100,86.89,21,5,False
Vanessa Ali,80404 Christopher Way_Barbaraland  PW 24601,52,96,48.62,4,4,True
Ashley Holt,7164 Pierce Roads Suite 409_Allenmouth  AR 55151,49,21,85.46,18,2,False
Heather Collins,273 Black Freeway_Gallowayfurt  TN 16260,52,17,79.3,6,4,False
Nicole Yu,314 Sarah Mews Suite 527_Port Bryan  MA 83138,37,46,52.53,19,5,True
Robin Robertson,79163 Matthew Village Apt. 137_Larrytown  NC 06548,35,52,51.0,14,1,False
Michael Hickman,45000 Matthews Burg Suite 179_Hallburgh  AR 91427,27,63,40.0,16,1,False
Karen Singh,USNS Delgado_FPO AP 22963,30,64,73.31,20,1,True
Hannah Ferguson,06507 Joseph Forest_Mariahburgh  PA 69839,42,93,35.3,6,4,False
Samantha Thompson,2852 Callahan Mills_Lake Alicia  MA 79519,31,9,79.53,25,2,False
Monica Boyd,4435 Madeline Trail_New Charles  TN 46702,38,91,50.94,23,3,True
Charles Sherman,PSC 6312  Box 2453_APO AE 79552,45,32,89.36,16,4,False
Katherine Hahn,PSC 6015  Box 2238_APO AA 88510,25,44,49.87,4,3,False
Jason Fuentes,649 Malik Lock Suite 671_Andersonchester  NM 64048,42,89,26.92,4,2,False
Lauren Estes,11688 Lee Centers Suite 203_North Anthonymouth  OH 10804,32,51,67.86,29,1,False
Kyle Brown,PSC 9273  Box 5288_APO AP 11085,33,106,83.89,6,4,False
Brittany Patterson,1836 Mark Summit Suite 937_Port Bradleyborough  WI 63604,57,88,67.31,1,3,False
Joseph Glover,60200 James Burg Apt. 607_East David  NH 12372,44,17,97.62,27,1,True
Kyle Underwood,9411 Park Inlet Apt. 617_East Davidfort  CO 51863,28,52,29.1,15,1,False
Debra Young,57668 Welch Creek_North Jennifer  TX 53199,32,16,95.34,17,1,True
Jose Mosley,507 David Springs Suite 696_North Jessicafort  MP 88831,59,73,62.4,21,4,True
Monica Delgado,4661 Bryan Locks_Michaelstad  AS 97602,45,114,42.01,4,2,False
Dana Wells,PSC 5768  Box 7625_APO AE 76371,47,93,26.69,4,4,False
Heather Floyd,7459 Jeffrey Land Apt. 532_Ortegaside  HI 85729,36,70,84.27,17,4,False
Susan Clark,61586 Barbara Street Apt. 556_Port Michaelburgh  ND 59821,59,10,48.21,16,4,False
Kathy Campos,3739 Cruz Freeway_Michaelafort  HI 85358,32,23,85.83,22,3,False
Scott Franklin,7507 Catherine Crossing_Ramseyborough  MH 63372,55,41,64.9,24,4,False
Norma Fox MD,3740 Jared Neck Suite 407_Lake Scottmouth  VI 56404,39,27,24.11,23,3,False
Elizabeth Torres,788 Murray Springs_South Darius  ND 62441,44,68,83.15,14,3,True
Stefanie Ruiz,334 Patty Meadows Suite 739_Lake Triciaburgh  SC 32024,45,56,12.83,11,1,False
Brittany Miller,19887 Perez Knolls Suite 002_West Christine  VA 88137,36,56,40.6,29,2,False
Gary Wise,468 Robert Roads_Coltonland  VA 43648,24,105,39.6,24,4,False
Robert Torres DDS,22324 Destiny Keys_Griffithbury  VT 09423,54,67,57.88,5,3,False
Brian Flores,8285 Roberts Ridge_Stevenmouth  PA 90549,53,94,55.42,22,1,False
Kelly Sanchez,68809 Wilson Mountain Apt. 073_Port Shannon  DC 39328,46,6,79.91,20,4,False
Roger Brown,46943 Cook Mission Suite 845_Byrdfort  AK 27039,26,88,82.19,13,5,False
Michael Garrison,98736 Joshua Well_Port Lukemouth  CT 23544,31,111,73.4,22,2,False
Amber Pearson,7445 Mendez Row Apt. 005_Walkermouth  MH 64891,45,106,65.72,21,1,False
Diana Sanchez,898 Robert Plaza Apt. 851_Tylerville  FL 71562,36,112,29.04,23,3,False
Jennifer Nguyen,04223 Isabella Vista_East Ronnie  CO 32507,51,55,77.44,19,4,False
Jeffery Davis,05077 Sean Rapid Apt. 928_Kennethmouth  MN 08724,57,106,22.63,5,1,False
Vickie Johnson,193 Karen Mountain_East Gailmouth  NJ 87407,53,59,28.54,6,1,False
Mrs. Mary Meyer,125 Elizabeth Trace_Port Louisberg  MS 12046,38,116,56.42,29,2,False
Jennifer Davenport,8381 Chris Drives_Spencerborough  AR 14182,29,39,95.64,6,2,False
Jeffery Dawson,42511 Hodge Rest Apt. 071_Ryanside  AK 66197,35,74,45.28,26,3,False
Douglas Anderson,4979 Fuller Springs Apt. 008_Moyertown  OR 86114,49,64,35.81,23,1,False
Cassandra Sims,23762 Rebekah Shoals Suite 162_Zimmermanstad  SD 19868,42,5,33.09,7,4,False
Taylor Oneill,371 Cruz Forks Suite 550_Port Pamela  WV 10635,32,111,94.5,23,4,True
Katherine Larson,7923 Raven Rapid Apt. 611_North Daniel  MH 05491,41,39,86.17,20,1,False
Joshua Higgins,4291 Mcguire Mill Apt. 092_Lake Anthonyhaven  DE 78296,60,28,16.95,2,3,False
Angela Oneill,128 Brian Shore Suite 563_Stacyberg  OH 72248,30,5,97.53,10,5,False
Teresa Carroll,220 Maldonado Tunnel_Smithhaven  KY 73062,32,18,60.41,1,2,True
James Reid,421 Mccormick Mills Suite 945_Nicolebury  VI 21420,42,22,24.91,28,1,False
Mr. Christopher Salinas MD,80296 Shaw Drives Suite 498_Flemington  OK 56667,25,6,87.26,18,5,False
Jodi Kirby,772 Charles Stream Suite 679_Watsonshire  CT 98313,22,92,62.42,12,3,False
Mrs. Kim Hutchinson,96104 Young Avenue Suite 657_West Zacharyside  MI 76951,59,51,84.92,1,3,False
Carmen Wagner,598 Chandler Corners_Alexfurt  IL 45593,33,34,69.93,7,4,False
Catherine Williams,12787 Townsend Drive_Bowmanbury  AK 75589,28,85,18.22,2,4,False
Marc Hall,6086 Simpson Branch Suite 316_Petersonstad  LA 61261,56,9,86.01,11,3,False
Troy Long,07096 Jonathan Turnpike Suite 667_East Todd  MP 15554,19,18,85.35,22,5,False
Brian Juarez,628 Isaac Roads Suite 527_Shawnmouth  IN 75859,47,69,38.51,29,4,False
Christopher Hart,830 Leach Mission_Charlesside  TN 14511,26,115,16.3,25,1,False
Sean Johnson,9656 Case Mills Suite 316_Davidberg  AR 23727,60,52,71.83,16,4,True
Brandon Vasquez,75502 Palmer Parks_Andreamouth  NY 62703,31,77,38.39,30,5,False
Christopher Miller,994 Thomas Run_Williamsmouth  DC 05560,34,37,19.37,2,5,False
Erin Mack,773 Courtney Way Suite 205_New Roy  ID 18748,33,116,46.39,10,1,False
Whitney Lynch,110 Raymond Burg_Morrisonfort  MS 60084,50,71,31.88,21,1,False
Mrs. Amber Savage,9907 Nathan Club_Rosalesstad  AK 64409,31,95,90.85,19,5,True
Charles Lee,9793 Ashley Turnpike_East Kathleenmouth  NM 43575,37,81,32.78,2,1,False
Mario Sanders,7468 Ruiz Coves_West Toddberg  KS 30678,59,3,64.87,8,3,False
Yolanda Johnson,082 Owen Prairie Suite 997_Johnstonview  MN 80892,56,7,42.58,13,3,False
Tina Osborne,437 Gina Roads Suite 300_Lake Emily  RI 46350,48,115,24.95,27,2,True
Kevin Neal,692 Mays Mount Suite 744_Steeleville  MA 53563,27,33,34.1,3,5,False
Kelli Hanson,0331 Kelli Pass_West Melissaborough  ID 17426,37,3,52.91,10,5,False
Anita Dickerson,1620 Richard Lakes Suite 553_Antonioside  OR 71609,29,112,22.61,2,4,False
Katherine Thomas,6523 Hopkins Neck_West Jonathanchester  ME 83952,25,109,47.41,3,1,True
James Barton,PSC 7269  Box 6375_APO AA 54401,36,45,88.23,29,5,False
Derek Vega,775 Jacobs Corners Suite 196_Kathrynfort  FM 90227,51,60,11.63,22,2,True
Heather Sandoval,34653 Helen Islands_New Christopher  CO 70934,38,21,81.55,6,2,False
Sandra Johnson,4970 Villanueva Gateway_North Ryan  PR 68488,55,82,82.14,1,3,True
Gary Blake,6359 Johnson Prairie_New Jesse  CO 17633,33,32,40.87,9,3,True
Jared Gardner,2023 Barr Courts Suite 671_Jessicafurt  MO 44239,45,91,13.85,9,1,False
William Pearson,6540 Angela Grove Apt. 090_Kimberlyfurt  MT 07624,56,40,19.26,18,2,True
Angela Roberts,484 Quinn Haven_East Michael  CA 92137,39,58,80.95,14,4,False
Michael Smith,8879 Peters Springs Apt. 510_North Daniel  PA 99545,41,7,82.18,1,1,False
Cheryl Cox,001 Harper Parks_Port Lawrencemouth  FM 71798,30,67,12.08,23,1,True
Andrea Clark,8527 Guerrero Tunnel Suite 924_North Austinchester  FM 78952,22,97,44.27,30,2,False
Christina Mayer,81187 Lee Lake_East Ricardofurt  SC 50833,34,108,20.16,13,3,False
Derek Rice,864 Wright Trail Suite 907_Amyfort  NH 09408,38,95,39.36,9,3,False
Lisa Irwin,145 Soto Views Apt. 416_Perkinsfurt  MO 82004,46,115,41.94,15,2,False
David Rivera Jr.,664 Judy Squares Suite 807_Millerbury  NV 60989,60,78,55.63,11,5,False
Sean Fitzpatrick,31162 Thomas Pines Apt. 892_East Shawn  HI 62982,41,20,49.44,8,4,False
Jesse Price,777 Brandon Stravenue Suite 712_Shannonberg  CA 81678,25,74,46.58,23,1,True
Emily Parker,PSC 9086  Box 8158_APO AA 51376,21,93,63.99,4,2,False
Jessica Jones,2976 Lawrence Court Suite 550_West Shirleytown  GA 97020,29,77,99.6,6,1,False
Samuel Holt,43230 Moses Mills Suite 870_Lake Ryan  KS 96843,39,86,53.09,29,3,True
Tiffany Espinoza,4423 Frey Manor_Karenshire  ME 66414,26,54,33.84,14,5,True
Shawn Thompson,Unit 6673 Box 7629_DPO AA 98658,45,35,37.69,6,5,True
Anna Williams,530 John Lake_Port Chad  FL 87076,60,1,68.48,7,1,False
Brian Robbins,771 Fisher Station Apt. 190_North Alexanderville  ME 46865,48,107,76.19,14,2,False
Daniel Chase,722 Morris Valleys Apt. 920_Edwardmouth  OR 68245,46,4,58.3,10,2,False
Tracy Guerrero,8676 James Cape_Patrickchester  OK 74658,39,116,80.65,7,1,False
Gary Jennings,USNS Graves_FPO AP 14785,25,19,85.59,1,5,True
Joyce Harris,479 Jeffrey Walks Apt. 068_South Stephanie  WI 07984,23,10,78.91,5,4,False
Brian Peterson,309 Johnson Trafficway_Santiagomouth  AS 95354,30,107,66.76,29,2,False
Brittany Brooks,808 Poole Road_Elizabethmouth  AK 40264,43,58,26.2,6,5,False
Cody Lopez,8116 Dana Ferry Apt. 131_Kellytown  GU 18984,36,112,97.3,29,1,False
Kristen Garrison,772 David Oval Suite 882_New Jennifer  ME 47372,56,34,91.64,26,2,False
Dawn Tapia,27612 Morrison Wall_Levibury  MN 10770,55,93,18.59,16,1,True
Jason Stanley,Unit 9398 Box 6194_DPO AP 10716,59,64,73.91,27,4,False
Denise Fuller,PSC 6909  Box 5883_APO AE 91247,46,25,74.25,26,3,False
Mitchell Smith,835 Clements Via Apt. 134_West Marieberg  MA 67023,60,9,41.12,12,2,False
Claudia Robinson,99981 Daniels Lodge Apt. 452_Port Benjamin  NY 39590,38,51,96.17,27,2,False
Jason Rhodes,USNS Shea_FPO AE 59825,22,6,58.87,17,3,True
Martin Dennis,683 Brandon Villages_Parksburgh  OR 00695,48,31,16.08,19,1,False
David Doyle,429 Gregory Village_Stewartchester  IA 16489,57,23,48.59,26,5,False
Deborah Johnson,62430 Walter Pass Suite 885_New Melissa  DC 50696,58,72,11.39,6,4,False
Kenneth Dunn,8767 Adams Ranch Apt. 158_Anthonyside  WI 89748,56,26,98.61,21,2,False
Francisco Rogers,43017 Lee Fork Suite 327_Schneiderland  MP 92432,26,80,17.68,18,2,False
Nancy Hernandez,90937 Daniel Plaza Apt. 893_New Ryanstad  MO 66684,45,5,48.16,10,3,True
Jason Marquez,4597 Figueroa Prairie_Lake Heidimouth  CT 50633,29,16,22.18,15,1,False
William Nguyen,079 Jason Key Suite 925_Lake James  MN 93953,23,9,73.28,2,5,False
Laura Smith,49460 John Mews_Maymouth  PW 72178,55,55,76.44,19,1,False
Brandon Parker,4275 Donald Pine_Tiffanyland  AR 27724,20,108,48.92,5,1,True
Marcus Moss,Unit 2138 Box 7139_DPO AP 10391,31,83,37.31,25,1,False
Kayla Miller,3589 Lee Skyway Apt. 573_Farmerville  NY 10738,46,67,63.2,10,5,False
Donald Jones,6878 Carmen Loaf_North Nathanton  WA 07062,26,27,15.87,26,5,False
Lori Huerta,74846 King Trace Apt. 559_Jeremyberg  NV 47922,42,65,35.71,2,5,False
Mary Martinez,65091 Ryan Greens Apt. 543_Lake Jorge  LA 42104,41,16,69.36,26,3,True
Sarah Black,0007 Brian Landing_South Tracey  AR 94287,27,6,79.13,30,5,False
David Ray,6354 Scott Vista_Port Helenstad  MT 21703,29,24,88.47,26,2,True
Jeffery Perez,18317 Simpson Villages Apt. 573_Dalemouth  OR 35844,36,5,90.79,27,4,False
Brandon Ware,23529 Andre Parks_Port Charles  NC 78998,56,76,95.33,8,2,False
Sandra Phillips,896 Lindsey Islands Suite 117_New Jacquelinehaven  IL 05390,35,94,47.04,20,4,False
Stephanie Baker,Unit 2300 Box 6032_DPO AE 70413,56,109,58.2,19,4,False
John Alvarez,USS Brady_FPO AP 68455,30,2,42.54,4,1,False
Michael Short,4106 Mary Drive Suite 481_Patrickbury  ID 79870,35,101,62.76,3,1,False
Tyler Parrish,Unit 8976 Box 8632_DPO AE 90627,34,5,19.47,15,2,False
Joseph Flores,864 Jamie Spring Suite 549_Zunigaview  MI 90629,24,110,31.91,29,5,False
Tony Patel,94941 Brown Forge Apt. 112_North Angelaview  ME 97756,40,25,56.61,28,4,True
Mark Gallagher,5851 Strong Locks Apt. 537_West Kristiestad  FL 17008,60,41,15.73,3,5,False
David Heath,105 Smith Corner Apt. 112_Vernonburgh  RI 68956,39,27,32.48,26,2,True
Katie Lopez,762 Turner Squares_South Cody  VA 81170,19,24,45.74,14,1,False
Joseph Garcia,026 Veronica Pass Apt. 522_East Jessica  FM 56146,49,29,17.29,14,3,False
Aaron Vaughn,864 Justin Ferry_North Teresa  MI 74400,41,117,37.75,3,5,True
Donna Johnson,5754 Ryan Lane Suite 237_Lake Mark  NV 53896,40,98,75.86,13,1,False
Katherine Krause,59872 Oneill Crossing_New Chelsea  ND 82794,31,98,67.91,10,3,False
Austin Fernandez,0290 Sutton Road_New Angela  LA 01902,48,71,96.11,7,3,False
Sierra Caldwell,39677 James Valley_East Timothy  FL 10332,30,86,43.48,15,1,False
Maria Kennedy,178 Shelton Station Apt. 639_Mercadoburgh  CT 38617,59,8,10.91,16,1,True
Julie Sweeney,8269 Laura Way Apt. 027_Amandaberg  CT 52985,25,37,82.44,23,3,True
Joel Ray,2031 Smith Street_Phillipsshire  KY 74888,40,65,34.43,21,1,False
Eric Edwards,66140 Jennifer Walk Apt. 659_Frederickstad  PR 84275,58,72,26.77,19,4,True
Douglas Hill,58198 Johnson Plain Suite 213_Rogersburgh  WA 22968,26,41,61.9,7,3,True
Arthur Mitchell,14011 Christine Via Suite 015_Smithland  MA 96850,55,39,73.2,18,1,True
William Price,7388 Vargas Rapids_Rodgersberg  PA 95917,30,26,32.56,4,2,False
Denise Vance,23699 Erica Plaza_Lake Adamland  NM 31291,28,54,16.32,27,2,False
Lance Beck MD,0690 Lisa Row Apt. 514_North Williamfort  OR 32617,19,64,82.59,12,4,False
George Ball,10887 Payne Gateway Apt. 253_East Melindastad  MI 26554,20,80,63.41,15,5,False
Nancy Ballard,261 Christina Throughway_East Michael  MS 05614,33,43,53.31,29,5,True
Nicole Martin,46096 Nathaniel Prairie Apt. 328_East Jameschester  NJ 48229,57,29,33.01,9,4,True
Thomas Moore,86151 Regina Highway Suite 547_East Kathleenland  MS 31975,23,40,74.78,17,2,False
Sarah Smith DDS,5188 Christopher Mall_Williamsfurt  MO 01154,51,76,14.35,21,1,False
Kyle Brown,6761 Martinez Vista Apt. 695_West Jacob  UT 85247,42,83,39.68,28,5,False
Scott Gaines,788 Gina Streets_Balltown  MI 44981,22,102,94.33,6,4,True
Allison Miller,77586 Hughes Neck_East Nathan  MS 32926,48,76,94.21,16,1,False
Christopher Gonzalez,USNV Ramirez_FPO AP 29158,47,57,65.51,5,2,True
Nicholas Campbell,8184 Martinez Ports Suite 096_Staffordport  MD 75680,40,35,97.65,7,2,False
Samantha Nelson,809 Warner Village_New Matthew  CO 28971,60,86,66.54,28,4,True
Emily Reese,916 Thomas Meadow Suite 703_Lake Kurtton  GU 80079,40,75,86.95,25,1,False
Kristin Best,2017 Carr Pines Apt. 761_Williamsshire  NJ 58273,50,62,54.09,20,1,True
Caroline Smith,3287 Fisher Expressway_Hillberg  NM 89579,39,99,15.57,6,2,True
Nicole Smith,9514 Martin Circles_Debraburgh  FM 76665,31,34,63.89,14,3,True
Kyle Palmer,252 Lopez Shoals_New Cindy  OK 34972,41,24,35.58,8,1,False
Kayla Wallace,PSC 3996  Box 8773_APO AE 91598,31,91,69.62,2,1,True
Matthew Nelson,298 Cameron Heights_Jermaineberg  HI 27863,24,59,53.77,28,1,False
Wendy Boyd,8974 Dickerson Prairie Apt. 511_South Williammouth  NE 23016,54,68,82.88,16,1,False
Christine Bolton,9906 Fry Course Apt. 723_South Daniellestad  VI 87737,50,42,32.86,24,5,False
Toni Long,54389 Brenda Union Suite 751_South Paige  WI 16544,19,16,37.72,28,2,True
Charles Garcia,39631 Molina Crest_Donaldbury  PR 96787,53,1,37.32,12,1,False
Christina Roberts,4261 Danielle Viaduct_Tiffanymouth  VA 12333,34,114,46.35,18,2,False
Stacy Fields,159 Jasmine Drive_Michaelhaven  VT 34612,56,31,60.52,9,3,True
Kevin Ingram,8643 Steven Estate_Jenniferbury  VT 61034,22,18,23.9,3,2,False
Julian Bradshaw,02230 Christine Hill_Robertberg  GA 51825,32,67,94.74,21,2,True
Ryan Hendrix,04631 Gutierrez Mountains_Lake Josephmouth  GU 29622,30,78,63.85,12,2,False
Thomas Johnson,1175 Zachary Freeway Apt. 523_New Meganburgh  PR 69042,60,94,49.45,1,5,True
Timothy Palmer,394 Michelle Ramp Apt. 447_West Bryan  OH 80409,55,72,59.68,2,1,False
Ryan Valdez,2787 Sanchez Route Apt. 803_South Georgeberg  GU 27181,40,68,44.7,5,4,False
Andrew Gordon,15298 Michelle Underpass Apt. 616_Brandonburgh  AS 25070,50,117,68.99,1,1,True
Amber Fox,6250 Jeffrey Stream_Port Donna  PA 62303,27,40,85.4,3,2,True
Eric Grant,278 Melissa Oval Suite 856_Beckertown  HI 89168,36,49,39.18,10,1,True
David French,399 Martin Bridge_Adkinsshire  LA 92694,36,11,43.09,29,3,False
Cheryl Harris,631 Eric Garden_North Nancy  PR 21210,58,31,48.92,11,5,True
Nicole Sullivan,3728 Nguyen Extensions_Donaldshire  MT 44714,60,42,47.24,22,1,False
Rachel Blanchard,419 Meagan Center_Williammouth  NE 62076,37,16,73.4,29,4,False
Alan Park,74957 Janet River Apt. 853_Port Davidchester  UT 31140,42,115,45.43,10,3,True
Gina Dixon,865 Hodge Valleys_New Emilyberg  RI 98663,31,101,67.13,29,3,False
Jeremy Stone,756 Shaw Courts Suite 850_East Amandastad  NY 11884,32,64,71.24,23,4,False
Robert Francis,97499 Mccormick Track_Port Amy  MP 70461,24,91,82.97,13,2,False
Kevin Wilson,21208 Anita Greens_Howeshire  OK 33589,44,43,82.8,4,1,False
Jacqueline Williams,32204 William Roads Apt. 541_New Stephanieland  GU 10345,39,10,16.76,27,3,False
Angel Mayo,497 Wheeler Road_Wilkersonhaven  IA 78832,36,34,66.15,4,2,False
Laurie Powell,224 Ramos View_New Catherine  IN 67196,25,22,95.85,19,5,False
Phillip Olson,8272 Elizabeth Glen_Michelleshire  CT 25596,31,46,63.71,6,1,False
Cynthia Bridges,3358 Mclaughlin Islands_Taylorport  NY 73362,26,119,76.41,16,5,True
Danielle Johnson,27451 Michael Well_Velazquezhaven  TN 18434,49,9,70.08,28,3,False
Jesse Gillespie,7924 Brett Squares_Rickyborough  PR 31137,25,25,79.94,24,4,False
Robin Johnson,152 Bethany Street_Kimberlyside  MO 10184,43,59,96.59,7,2,False
Kristen Williams,748 Sandra Mission Suite 433_Edwardchester  ND 71551,44,72,95.96,12,1,False
Toni Anderson,800 Amy Vista_West Andreside  VI 22225,24,21,56.45,4,2,True
Matthew Kennedy,94771 Rebecca Ranch_Cohenland  AK 41015,33,39,25.29,26,2,False
Glenn Jordan,314 Owens Vista Suite 905_Barryville  ND 82952,35,4,84.68,16,5,True
Crystal Whitaker,7948 Green Road_Tommybury  IA 62653,36,76,38.0,18,1,False
Taylor Brown,173 Tracy Rapids_Bergburgh  HI 12266,53,8,35.65,15,4,True
Jamie Holder,66475 Jackson Fall Apt. 703_Gutierrezstad  MS 48044,22,14,86.29,6,1,False
Tony Dennis,8026 Obrien Run_East Josephfurt  TN 72742,28,53,93.18,25,2,False
Larry Hernandez PhD,05598 Ryan Dam_Carterchester  ND 91841,20,43,71.21,1,1,False
Carolyn Cervantes,860 Zamora Extension Suite 936_New Marioton  ME 94561,20,15,99.68,9,4,False
Jennifer Williams,84577 Church Place Apt. 068_Laneport  NV 18406,20,100,56.71,14,1,False
Samuel Nguyen,1274 Thomas Lakes_North Francesstad  IA 53121,32,73,37.64,20,4,False
Patricia Neal,648 Matthews Fords Suite 370_North Judithmouth  WA 83359,39,60,99.88,4,1,False
Benjamin Christensen,3763 Cuevas Neck Apt. 645_Lake Tina  ID 19660,53,113,71.76,23,5,False
Douglas Phillips,49194 Bowen Creek Suite 830_East Paulburgh  ID 58653,24,105,48.18,24,4,False
John Cochran,600 Bishop Knolls_Port Billy  NJ 56282,56,119,82.54,6,4,False
Danielle Richards,096 Medina Trail_West Shannon  GU 53037,52,39,47.32,3,4,False
Barbara Pena,4830 Burch Square_Alyssaland  NC 72896,54,63,64.1,11,3,False
Mrs. Tamara Reed,13183 Smith Village Apt. 559_Lorichester  TX 85733,51,88,79.2,15,5,False
Elizabeth Little,36107 Andrea Stream Apt. 333_Lake Brandy  WA 02950,23,65,90.8,16,3,False
Alicia Stevenson,039 Mitchell Rapid_Briannaside  WV 08668,29,118,60.58,19,4,False
Derek Wilson,2260 Steele Branch Apt. 933_Jayfort  MH 09015,37,97,75.03,24,1,True
Harry Salas,PSC 9688  Box 9514_APO AP 94008,38,44,85.33,19,4,False
Debbie Walker,3338 Mueller Divide_North Heather  OR 57234,40,29,59.62,12,4,False
Emily Figueroa,040 Lorraine Skyway Apt. 001_Christopherville  TX 35247,26,112,91.62,20,2,False
Christopher Guerra,76161 Ann Hills_Blairchester  PW 35656,37,69,50.43,11,2,False
Christopher Graves,93526 Kim Key Suite 489_West Beth  NJ 83396,51,100,27.54,7,4,True
Edward Smith,003 Kenneth Rue_Robbinsberg  MN 88463,34,80,27.32,5,2,True
David Brandt,3647 Leonard Coves Apt. 652_Toddburgh  MO 57553,57,2,60.33,25,2,True
Heather Nguyen,Unit 4244 Box 0335_DPO AA 26147,39,38,14.4,23,1,False
Michael Diaz,69321 Eric Parkways_North Marktown  NY 93020,53,67,12.17,19,5,False
Debra Rose,31682 Davis Groves Suite 694_Bartonborough  CT 43581,31,36,74.85,1,3,False
Tammy Thomas,398 Sanders Falls Apt. 178_Lake Ryan  AR 80345,34,102,16.2,12,3,False
Makayla Smith,03760 Ricky Loop_Clarkborough  MI 08338,30,79,14.41,27,1,False
Jonathan West,19078 Taylor Heights Suite 112_Clementsborough  FL 80469,53,105,76.67,6,2,False
Shawn Lawrence,850 Mccann Radial_West Troy  AL 37776,35,31,40.41,23,4,False
Heather Schwartz,560 Tammy Trail Suite 461_West Aarontown  NJ 05141,55,33,35.16,19,1,False
Stephen Garcia,8590 Ramirez Estates Apt. 389_Katherinefurt  MN 70983,49,103,93.22,25,5,False
Philip Haley,1780 Russell Stravenue Apt. 071_Kelleychester  NC 41920,42,10,30.63,9,3,False
Danielle Lopez,14583 Kirsten Expressway_West Austin  AL 16720,33,55,95.0,15,4,False
Ebony Walton,6512 Jacqueline Brook Suite 079_South Rachelshire  AR 54522,23,11,37.97,8,5,True
Selena Hamilton,25345 Simpson Highway Apt. 421_Aprilmouth  AS 22974,25,48,46.99,18,2,True
Robert Williams,PSC 0539  Box 1199_APO AA 75567,20,26,67.71,20,1,False
Brenda Ryan,0336 John Plains Suite 564_East Madelinestad  TX 85346,24,20,24.88,10,4,False
John Chang,098 Karen Gardens_Jordanview  IL 97311,43,86,95.64,5,2,False
Walter Mercado,1627 Mary Cliff Apt. 393_North Michelleview  FL 66499,29,17,89.9,30,3,False
Amber Miller,041 Erika Valleys Suite 053_Weavermouth  HI 29068,31,118,40.23,12,4,False
Rhonda Liu,883 Hensley Lake Suite 891_North Margaretchester  MH 75861,43,83,44.47,30,5,False
Derrick Perez,5774 Mitchell Extension_Emilymouth  DE 34947,28,57,26.22,7,3,True
Mary Hartman,00905 April Camp_Kingfort  WA 24739,53,105,88.87,3,1,True
Ann Lowe,1790 Smith Square Apt. 085_West Jimmyfurt  UT 10401,59,68,11.23,28,1,False
Andrew Davis,950 Kirby Junction Suite 086_Gilbertstad  DE 89871,23,28,62.06,18,2,False
Todd Holloway,4121 Megan Harbor Suite 465_Barnesmouth  NE 32895,21,68,94.9,13,1,False
Stephanie Smith,17313 Hernandez Ways Apt. 458_Grayview  WA 17900,45,99,23.04,10,2,False
Kyle Chavez,279 Joseph Union Suite 039_Port Jenna  MD 39304,46,111,46.23,13,5,False
Matthew Rivera,9590 Jenkins Fall Apt. 927_Zacharyshire  IL 20340,56,19,82.09,23,3,False
Johnny Kelly,USCGC Novak_FPO AA 88743,32,77,87.52,20,5,False
Brian Mcgrath,222 Young Manors Apt. 619_Katelynberg  TX 48872,51,76,95.67,28,4,False
Alexander Savage,USCGC Smith_FPO AA 27990,29,14,19.98,19,2,False
Bryce Wong,796 Dakota Curve_Bartlettview  MP 00683,40,96,11.2,23,2,False
Craig Stanton,797 Nguyen Underpass Apt. 380_West Richard  KY 18854,37,6,81.71,15,4,True
Kara Schneider,204 Chaney Course Suite 939_Dawnborough  VA 26833,32,68,16.4,10,1,False
Kevin Anderson,100 Michele Ranch_South Lauraside  TX 61647,43,114,48.16,28,1,True
George Robinson,60833 Lee Squares_North Megan  MD 04207,24,109,87.87,21,4,False
Christopher Harrison,21169 Mora Trail_West Sharonberg  PR 98100,43,49,96.62,10,5,True
Chad Williams,61788 Roberson Port_South Kendra  WY 75604,56,90,29.08,4,4,False
Dr. Ashley Wallace,3876 Jones Mountain_Forbesmouth  NC 92532,28,116,83.28,28,1,False
Lori Green,1977 Steven Field_West Justinchester  TX 55475,24,24,16.88,10,2,False
Brittany Mcmahon,USNV Nguyen_FPO AE 02192,28,109,51.29,1,1,False
Brittany Gallagher,99788 Stephanie Trace_Lopezville  MA 21509,30,17,13.74,13,2,True
Cindy Anderson,1254 Melissa Knolls Apt. 771_East Katieside  NV 99423,45,18,95.84,13,3,False
Philip Wiggins,48783 Brian Burg_Bryantown  VT 78565,20,86,78.8,2,2,True
Brian Murphy,77437 Dominique Shoals_New Steve  IN 41189,54,2,20.58,22,1,False
